,pair,coint_score,pvalue
1113,"('BAX', 'ES')",-3.403350264328792,0.041979718949690416
4718,"('JNPR', 'PFE')",-3.403341142631691,0.041980724698721196
5527,"('SO', 'VICI')",-3.4032792424219522,0.041987550283802896
1689,"('CNC', 'GPC')",-3.403195050893965,0.04199683536390497
5264,"('PANW', 'SPG')",-3.4030541386909454,0.04201237972760183
4105,"('GM', 'ON')",-3.402887368022804,0.04203078280124355
4818,"('LII', 'SRE')",-3.402815647133892,0.04203869923873851
886,"('ADM', 'LDOS')",-3.402766649165201,0.04204410827149353
3162,"('ENPH', 'GE')",-3.402721541089398,0.04204908840047798
1288,"('BLDR', 'SNPS')",-3.4025864488133655,0.0420640061222633
3553,"('ERIE', 'JCI')",-3.4025513998852395,0.04206787716200847
4509,"('INTU', 'MLM')",-3.4023248950542038,0.042092901046593995
4178,"('GPN', 'HBAN')",-3.402300820783008,0.04209556146254305
5360,"('PPL', 'VRSK')",-3.402024573430655,0.04212609923110335
313,"('AMD', 'UPS')",-3.4020025353647925,0.04212853622500145
4785,"('KR', 'MRNA')",-3.4019210632008012,0.04213754652849228
1933,"('CF', 'NCLH')",-3.4018988343682435,0.04214000517511566
3067,"('ELV', 'EQIX')",-3.40178292716997,0.04215282716776869
4955,"('MET', 'PH')",-3.4016422849048613,0.04216838979443365
2654,"('DRI', 'OMC')",-3.4015712023695643,0.04217625718254057
1552,"('CBOE', 'DECK')",-3.4012698406405115,0.04220962538047217
2532,"('CPAY', 'MS')",-3.4012613911958773,0.04221056126015118
2344,"('CI', 'VICI')",-3.401203080734091,0.042217020331062394
646,"('APH', 'PEG')",-3.4011689148722795,0.04222080527880098
3125,"('ELV', 'VZ')",-3.4011635837019343,0.04222139589972886
4016,"('FOX', 'V')",-3.4010458223030393,0.04223444401268515
4835,"('LKQ', 'ZBRA')",-3.400995185815868,0.04224005563352447
2342,"('CI', 'SO')",-3.4007947441117414,0.04226227502227485
2790,"('D', 'EQT')",-3.400719555599583,0.04227061234150904
1273,"('BRO', 'MSFT')",-3.4006215288366324,0.04228148415193481
1258,"('BR', 'CPB')",-3.400598998047607,0.04228398329354994
4849,"('L', 'MTD')",-3.400584512836068,0.0422855900752874
4949,"('MRK', 'PPG')",-3.4001355491928695,0.04233541691178241
3028,"('EBAY', 'SOLV')",-3.399940778239379,0.042357048179197714
1846,"('CNC', 'SPG')",-3.3998152589193973,0.042370993239699825
3664,"('ERIE', 'TGT')",-3.3997976001244576,0.04237295541973767
3102,"('ELV', 'PWR')",-3.3997838785488197,0.04237448016281155
3742,"('EL', 'MSCI')",-3.399760092370397,0.04237712339406998
243,"('AOS', 'WY')",-3.399747842468385,0.04237848471402047
445,"('LNT', 'MCD')",-3.3997294571193595,0.04238052792876905
2693,"('DVN', 'GIS')",-3.3996230295591747,0.04239235713179023
4207,"('HIG', 'MDLZ')",-3.399570228513531,0.04239822688006352
498,"('AEP', 'PWR')",-3.399434641691792,0.042413302800783294
5149,"('NTAP', 'PNC')",-3.3993668596848665,0.042420841168196985
1439,"('CHRW', 'TGT')",-3.3993667903742377,0.04242084887714138
3332,"('EOG', 'HON')",-3.399249164055154,0.04243393332603221
1069,"('AVY', 'POOL')",-3.399225010753192,0.04243662049339423
5018,"('MAA', 'ULTA')",-3.399110392060528,0.04244937429050379
2047,"('CVX', 'FAST')",-3.399108827191592,0.04244954843796543
1793,"('CNC', 'NXPI')",-3.3990027853298987,0.04246135076322986
5313,"('PAYX', 'WST')",-3.39896103787408,0.042465997952565025
2417,"('CME', 'IRM')",-3.398845505226161,0.04247886087640178
5513,"('SNA', 'WEC')",-3.3984899431151767,0.0425184680570925
321,"('AFL', 'GOOG')",-3.39847965289588,0.04251961477502606
3344,"('EOG', 'IRM')",-3.3984756735688912,0.04252005822881462
3571,"('ERIE', 'LLY')",-3.3980992834460126,0.04256202034298435
1455,"('CDNS', 'CMS')",-3.3978322239482734,0.04259181458051778
1703,"('CNC', 'HOLX')",-3.39777113935801,0.04259863186604138
2346,"('CINF', 'FICO')",-3.397530474203618,0.042625499911998134
1040,"('AVB', 'IR')",-3.3974951969516893,0.04262943947828532
755,"('ACGL', 'COST')",-3.397436829576365,0.04263595828668542
3271,"('ENPH', 'TT')",-3.3972940310132116,0.04265191036364868
4496,"('IPG', 'ORCL')",-3.397229208616919,0.04265915333684268
4230,"('HSIC', 'JPM')",-3.3971315966796447,0.04267006200441556
3445,"('EFX', 'HPQ')",-3.3968095248097163,0.042706071782759696
3654,"('ERIE', 'SOLV')",-3.396699432936984,0.04271838659134035
4491,"('IPG', 'KR')",-3.396653186971974,0.04272356051858693
4392,"('HUM', 'WAB')",-3.396614833764657,0.042727851812266474
1075,"('BKR', 'COF')",-3.3963804018332895,0.04275408992167074
4004,"('FTNT', 'NOC')",-3.3962827646236295,0.04276502163964489
4936,"('MCD', 'PKG')",-3.3962737906258362,0.04276602650879106
155,"('AOS', 'MCK')",-3.3960645998630445,0.0427894563520775
4096,"('GM', 'HUBB')",-3.395905837661579,0.0428072452171191
1090,"('BALL', 'FOX')",-3.395857748857039,0.04281263464984756
5036,"('MHK', 'USB')",-3.3957262855982204,0.04282737095090108
4904,"('MTB', 'NSC')",-3.3956566278209075,0.042835180913005
2519,"('GLW', 'DXCM')",-3.395566468173622,0.04284529128607787
5143,"('NDAQ', 'TRMB')",-3.3955182628961333,0.042850697771892446
2340,"('CI', 'KVUE')",-3.395375889321467,0.04286666906532144
2631,"('CVS', 'ROL')",-3.3953119060811607,0.04287384824147127
5440,"('RMD', 'VRSN')",-3.395167612091648,0.04289004228135337
841,"('ACGL', 'TPR')",-3.3950340943914243,0.04290503144123348
422,"('ALLE', 'BG')",-3.3949017296311648,0.04291989547402939
1784,"('CNC', 'NKE')",-3.394779651482832,0.04293360816269095
1182,"('BX', 'MSI')",-3.394738955618775,0.04293818022327675
3732,"('ESS', 'TSLA')",-3.394733025325178,0.0429388465081592
4152,"('GPC', 'SNA')",-3.3945171785875146,0.04296310334621495
866,"('ADM', 'CMCSA')",-3.394429547869408,0.042972954535056306
5205,"('NVDA', 'ZBRA')",-3.3944200707175116,0.04297402004143467
1562,"('CBRE', 'C')",-3.394376863483664,0.04297887806479656
5273,"('PARA', 'PWR')",-3.394259405375842,0.04299208682752113
742,"('ACGL', 'BLDR')",-3.394079906420876,0.04301227892938031
438,"('LNT', 'BRO')",-3.3940551784660107,0.04301506123219729
5282,"('PARA', 'TER')",-3.3940126478199204,0.04301984698196149
581,"('APH', 'BLDR')",-3.393785728699013,0.04304538848981487
571,"('APH', 'APA')",-3.3937620391903196,0.04304805565553672
4190,"('GS', 'RCL')",-3.3936626147367743,0.04305925120405372
4517,"('INVH', 'MDLZ')",-3.3935899698304928,0.04306743281252113
5232,"('ORCL', 'TROW')",-3.393579552281735,0.043068606191597594
718,"('AMAT', 'EFX')",-3.3935091433156104,0.043076537393046004
2738,"('DFS', 'SYK')",-3.393363569040286,0.04309293942921635
3923,"('FE', 'FOXA')",-3.3933113618438573,0.04309882294606256
1678,"('CNC', 'FOX')",-3.3932901800863617,0.043101210225813875
1035,"('AVB', 'FDX')",-3.393275518808786,0.0431028626824932
563,"('AME', 'CMI')",-3.3932313063148403,0.04310784614403339
2491,"('COP', 'NEE')",-3.3931769840434276,0.0431139697973669
2317,"('CB', 'MS')",-3.393124812538968,0.043119851680280416
5537,"('STE', 'TDG')",-3.392993027265972,0.04313471229746796
2250,"('CVX', 'TPL')",-3.39287508548586,0.0431480154838206
424,"('ALLE', 'CMCSA')",-3.392844575725924,0.04315145737349465
2918,"('DUK', 'WST')",-3.3927807863218886,0.04315865436954952
1684,"('CNC', 'GEV')",-3.3926860985638028,0.04316933929375419
369,"('ALB', 'GM')",-3.39268577005416,0.043169376367855596
2521,"('GLW', 'GS')",-3.392624412686953,0.04317630134551629
1267,"('BR', 'LMT')",-3.3924512173583423,0.043195853682180055
870,"('ADM', 'DELL')",-3.391951095727192,0.043252354697582325
345,"('APD', 'TXN')",-3.391776279228331,0.043272119015189035
3382,"('EOG', 'PWR')",-3.3917468263204698,0.0432754496272915
5072,"('MOH', 'LUV')",-3.391718766797291,0.043278622870247564
843,"('ACGL', 'TT')",-3.3916424570001404,0.0432872537015062
4059,"('GRMN', 'JKHY')",-3.3912949269117325,0.04332657835332668
2594,"('CTRA', 'TDY')",-3.391201993303345,0.04333709926153327
1906,"('CNC', 'WEC')",-3.390890104886345,0.04337242333603
4566,"('JKHY', 'MDT')",-3.39089008605673,0.043372425469370667
1425,"('CHRW', 'PPL')",-3.390850467756343,0.04337691430102616
5185,"('NRG', 'SBUX')",-3.390674854377678,0.043396816298358856
5111,"('MOS', 'VLO')",-3.3906444639995814,0.04340026116481265
502,"('AXP', 'MNST')",-3.3905453031582877,0.04341150301074027
4217,"('HCA', 'NSC')",-3.3905281545730745,0.04341344738833799
3518,"('ERIE', 'GILD')",-3.3904794641785942,0.043418968501836214
1359,"('CHRW', 'EBAY')",-3.3904595410070044,0.04342122780356585
5323,"('PNR', 'SNPS')",-3.390455147862669,0.04342172600239865
3504,"('ERIE', 'FOXA')",-3.390410946947573,0.04342673881448471
3558,"('ERIE', 'KEY')",-3.3903862859126574,0.04342953582407373
3921,"('FSLR', 'YUM')",-3.390230732452634,0.04344718186846181
3363,"('EOG', 'MSFT')",-3.390209578088986,0.04344958208834779
3132,"('ELV', 'WELL')",-3.389990246151032,0.04347447446711068
4440,"('PODD', 'IP')",-3.389985759749309,0.0434749837607672
4073,"('GEV', 'OTIS')",-3.3897064146161644,0.04350670463214443
1826,"('CNC', 'QCOM')",-3.389601140035406,0.04351866401933649
1312,"('BG', 'LEN')",-3.389483470304072,0.04353203475528579
5411,"('DGX', 'WELL')",-3.389318169225672,0.04355082358286228
3705,"('ERIE', 'ZBH')",-3.389202640649137,0.04356395905951419
83,"('AOS', 'EQT')",-3.389159413996795,0.04356887473121814
1863,"('CNC', 'TTWO')",-3.389079038820701,0.04357801610529238
1110,"('BAC', 'ROK')",-3.3889471435620275,0.04359302051120315
2821,"('D', 'MU')",-3.388826289794225,0.04360677260945312
2645,"('DRI', 'DOC')",-3.388615054266177,0.04363081802448924
291,"('AMD', 'FITB')",-3.3884488646736406,0.043649743509776434
2886,"('DOV', 'PH')",-3.3883954605300652,0.04365582656339825
173,"('AOS', 'NVDA')",-3.38827965316807,0.0436690201417444
4438,"('IR', 'USB')",-3.3882404049118517,0.04367349232779857
2606,"('CRWD', 'WFC')",-3.388208480849176,0.04367713023141659
5423,"('REG', 'XEL')",-3.3880452536948056,0.043695734705507305
2441,"('CL', 'FAST')",-3.3880122854584194,0.043699493193280335
2526,"('GLW', 'MCO')",-3.387885030886576,0.04371400315636133
1659,"('CNC', 'EL')",-3.3877844228489473,0.04372547763436923
5161,"('NEE', 'OXY')",-3.3876811376315823,0.04373726005372184
4617,"('JKHY', 'O')",-3.3876306517911594,0.04374302026390566
4360,"('HD', 'USB')",-3.387531040512604,0.04375438731872008
4109,"('GM', 'PEG')",-3.3875175489742424,0.043755927082797366
4433,"('IR', 'JBHT')",-3.387433901172638,0.04376547465593458
1955,"('CRL', 'LW')",-3.387226593707125,0.04378914422950865
1902,"('CNC', 'WMT')",-3.3872212757983022,0.04378975154800114
4976,"('MGM', 'ZTS')",-3.3868191368943967,0.04383569711102902
4902,"('LYB', 'ZTS')",-3.3867513030025593,0.04384345128390291
3248,"('ENPH', 'RTX')",-3.386642175354913,0.043855928188217846
5178,"('NOC', 'WBD')",-3.3866288646660236,0.043857450242772045
2975,"('EBAY', 'PODD')",-3.3866145678863457,0.0438590851040442
1165,"('BLK', 'PWR')",-3.3865751592241313,0.04386359181447302
1048,"('AVB', 'ON')",-3.386536576066931,0.04386800449448497
492,"('AEE', 'PAYX')",-3.386423078557535,0.04388098712173411
1743,"('CNC', 'LH')",-3.386352683356176,0.04388904101488233
2723,"('DLR', 'KEY')",-3.3863301367924254,0.04389162082007163
2761,"('DLTR', 'KHC')",-3.3861940847350156,0.04390719073735662
471,"('GOOG', 'MNST')",-3.3861676034284334,0.043910221815188596
5399,"('PHM', 'GWW')",-3.3860514575985063,0.04392351804211409
3475,"('EQR', 'POOL')",-3.3860229564655597,0.043926781326963864
1053,"('AVB', 'RMD')",-3.3858539504208016,0.04394613609780506
4876,"('L', 'TROW')",-3.385675240473412,0.04396660988191688
4127,"('GPC', 'LULU')",-3.3856738859272206,0.043966765094855455
4750,"('KEY', 'SRE')",-3.385568254101477,0.04397887049691245
4173,"('GILD', 'PTC')",-3.3853958541271316,0.04399863347622307
5285,"('PARA', 'WRB')",-3.3852813182413097,0.044011767317375494
3980,"('FI', 'SBUX')",-3.385260875960817,0.044014111778341025
1779,"('CNC', 'NFLX')",-3.385256343259126,0.04401463163372627
970,"('ADSK', 'PNR')",-3.385111142790326,0.044031287370497524
4731,"('K', 'PRU')",-3.384780829991027,0.04406919659055053
800,"('ACGL', 'IPG')",-3.3847746847281606,0.04406990212480638
4185,"('GL', 'GWW')",-3.38470921218696,0.044077419574143344
2741,"('DG', 'STT')",-3.384701203397682,0.04407833920328772
3728,"('ESS', 'ROP')",-3.384667077658988,0.044082257954834066
756,"('ACGL', 'CTRA')",-3.384537024150825,0.0440971950079763
3289,"('ENPH', 'WMB')",-3.3844875483544046,0.044102878562676924
3640,"('ERIE', 'RF')",-3.3844288492303205,0.04410962244093599
550,"('AWK', 'SYF')",-3.3843973174437694,0.04411324544726923
857,"('ACGL', 'YUM')",-3.384371318637519,0.04411623289946886
2660,"('DAY', 'PNR')",-3.3842340587993727,0.04413200784173667
1919,"('CNP', 'IRM')",-3.3842203909072404,0.04413357891622155
3744,"('EL', 'TER')",-3.3841332937199833,0.04414359151289209
1116,"('BDX', 'QCOM')",-3.383745046742703,0.04418824692193609
933,"('ATO', 'CMG')",-3.38366881203553,0.04419701969644825
3472,"('EQR', 'OMC')",-3.3836620526740266,0.04419779760563027
3123,"('ELV', 'ULTA')",-3.383575182924637,0.044207796127067094
2897,"('DHI', 'GWW')",-3.383568375771999,0.044208579695104624
3799,"('EXPD', 'INVH')",-3.3834016819445627,0.04422777134236058
1479,"('CPB', 'LMT')",-3.3831179303736683,0.04426045589956246
22,"('AOS', 'ADI')",-3.382993507251709,0.04427479418205412
497,"('AEP', 'PYPL')",-3.3829039858967187,0.0442851128386671
3669,"('ERIE', 'TXT')",-3.3828115090599975,0.04429577425604609
3221,"('ENPH', 'NUE')",-3.3827219306752654,0.044306103551393694
1735,"('CNC', 'K')",-3.3825664006952296,0.04432404248714841
1033,"('AVB', 'EXR')",-3.3825282548335767,0.0443284431785929
1128,"('TECH', 'BX')",-3.382514863682766,0.044329988132712626
1918,"('CNP', 'FSLR')",-3.3825108986260966,0.04433044559493239
4921,"('MMC', 'WELL')",-3.3824786790455574,0.044334163024119314
4740,"('KDP', 'SJM')",-3.382476370999227,0.04433442933171562
956,"('ADSK', 'BX')",-3.382333464641313,0.044350920778481594
1202,"('BK', 'GE')",-3.382306886841907,0.04435398842833408
3277,"('ENPH', 'VTR')",-3.3822932844787506,0.04435555850187388
2841,"('D', 'SLB')",-3.3818810205831826,0.044403166600689194
226,"('AOS', 'TFC')",-3.3818070358765593,0.044411714820642864
1139,"('TECH', 'PWR')",-3.3817992627613016,0.04441261300855604
4089,"('GD', 'PLTR')",-3.3817704598044744,0.04441594133822758
4056,"('FCX', 'PHM')",-3.3817368620097943,0.044419823997831426
1227,"('BMY', 'CSCO')",-3.3817093162125857,0.044423007481183635
4972,"('MTD', 'STX')",-3.3816997457241564,0.044424113592298246
3369,"('EOG', 'NDSN')",-3.3813767933795984,0.04446145228658828
425,"('ALLE', 'DRI')",-3.3813337706920676,0.044466428395963084
569,"('AMGN', 'VRTX')",-3.3813124397229446,0.04446889575959201
1336,"('BXP', 'ZTS')",-3.38114903616586,0.04448780050098029
2384,"('CLX', 'DELL')",-3.381024893877634,0.0445021674271856
5209,"('ORLY', 'RSG')",-3.380981536397034,0.04450718607496687
223,"('AOS', 'TXT')",-3.3808776720532316,0.04451921033087693
631,"('APH', 'MKC')",-3.380795990702478,0.04452866838205407
907,"('ANET', 'TECH')",-3.380767808310763,0.04453193206617356
4181,"('GPN', 'NOW')",-3.3806378252610223,0.04454698742693279
3352,"('EOG', 'LULU')",-3.3802425417206186,0.04459279734138747
4458,"('INTC', 'KMB')",-3.3802168636336973,0.044595774560267955
5301,"('PAYX', 'ROP')",-3.380157036359226,0.04460271181117625
4488,"('IP', 'VST')",-3.3801150640163167,0.04460757923448718
1751,"('CNC', 'LYV')",-3.3800585329525594,0.04461413569179699
5199,"('NVDA', 'RMD')",-3.3799415068046352,0.04462771089515063
348,"('ABNB', 'BBY')",-3.379896173609309,0.04463297053328259
3611,"('ERIE', 'OMC')",-3.379803425650809,0.044643732920438745
4367,"('HON', 'VTRS')",-3.379800260515197,0.044644100237859335
2329,"('CHD', 'TAP')",-3.3796639516414295,0.04465992141159732
2419,"('CME', 'MLM')",-3.3795684752987465,0.04467100598454154
320,"('AFL', 'GOOGL')",-3.379494522579353,0.04467959328648848
4692,"('JKHY', 'ZBH')",-3.3793804620975445,0.044692840541157956
3246,"('ENPH', 'QCOM')",-3.379195013725401,0.044714385915345635
1951,"('CRL', 'HAL')",-3.379122534823429,0.04472280885048843
4723,"('JNPR', 'ROL')",-3.379076488095338,0.044728160727844656
70,"('AOS', 'DLTR')",-3.378989341326428,0.04473829099876992
4055,"('FCX', 'PSA')",-3.378979362502658,0.044739451096613744
2920,"('EMN', 'NXPI')",-3.3789730661176414,0.044740183101815365
4706,"('JCI', 'NTRS')",-3.378711436419747,0.04477060844114644
4470,"('INTC', 'VZ')",-3.37864936260383,0.044777829625610666
4040,"('BEN', 'VMC')",-3.378638846312714,0.04477905310481119
3442,"('EQT', 'PEP')",-3.37855686236712,0.04478859217678585
3070,"('ELV', 'FAST')",-3.3783411621553867,0.04481369758482621
3105,"('ELV', 'RSG')",-3.378295506264181,0.04481901298434438
1781,"('CNC', 'NWSA')",-3.3782434564128034,0.0448250734267598
4164,"('GPC', 'VLO')",-3.3782394689777075,0.044825537733190694
59,"('AOS', 'CEG')",-3.3781714729967756,0.04483345596146292
1576,"('CBRE', 'MCO')",-3.378164751500144,0.04483423875231331
2921,"('EMN', 'STX')",-3.378161139205745,0.044834659447681995
4766,"('KIM', 'PRU')",-3.3779821532759797,0.044855508627390114
184,"('AOS', 'PARA')",-3.377909068382965,0.044864024236072234
5215,"('OXY', 'STX')",-3.377835246336914,0.04487262709745701
3069,"('ELV', 'EXPE')",-3.377765385062191,0.04488076965071445
1796,"('CNC', 'OMC')",-3.37764898688705,0.0448943389509933
2604,"('CRWD', 'RL')",-3.377623276437039,0.04489733664617324
2506,"('CEG', 'GLW')",-3.3774606225847776,0.04491630502878552
4446,"('PODD', 'NOC')",-3.3773954402944595,0.044923908329777607
831,"('ACGL', 'PG')",-3.3771809358677136,0.04494893711105127
4061,"('GRMN', 'NOC')",-3.377167618338403,0.04495049140694241
3878,"('FITB', 'HPQ')",-3.377016624776508,0.044968117065159484
1104,"('BAC', 'HPE')",-3.3769363871192937,0.044977485635693544
1268,"('BR', 'MKTX')",-3.376778844154349,0.04499588510684622
621,"('APH', 'JNJ')",-3.376715384831665,0.04500329829689601
5067,"('MOH', 'SRE')",-3.3764551589849687,0.045033707954543215
4770,"('KMI', 'MPWR')",-3.3764245918452636,0.045037281109871624
2679,"('DELL', 'FDX')",-3.3762750320839916,0.0450547673361207
4111,"('GM', 'SRE')",-3.3762029095891744,0.04506320176598688
997,"('ADP', 'TPL')",-3.3761708585427077,0.04506695042479424
3813,"('EXR', 'ORCL')",-3.376158066050854,0.04506844669427203
4172,"('GILD', 'PRU')",-3.3761019878396676,0.045075006349617634
839,"('ACGL', 'SYY')",-3.3760039762447267,0.04508647299472477
2553,"('CSGP', 'KVUE')",-3.3759986670887865,0.045087094196519066
1459,"('CDNS', 'HBAN')",-3.3758213724161794,0.045107842771601195
4027,"('BEN', 'NTAP')",-3.3757928025908472,0.045111187003705
3090,"('ELV', 'MCD')",-3.375651600458119,0.04512771839646394
3593,"('ERIE', 'MHK')",-3.3756136149282367,0.045132166451299166
5417,"('REG', 'SBUX')",-3.3755708451365356,0.0451371751721065
3461,"('EQR', 'FCX')",-3.3753031729773255,0.04516853242356055
1228,"('BMY', 'CME')",-3.3751954504869066,0.04518115699369288
2378,"('CFG', 'MS')",-3.3751945617420986,0.04518126116258438
4495,"('IPG', 'ORLY')",-3.3751894027169147,0.04518186585070961
3588,"('ERIE', 'MCHP')",-3.375176501600068,0.04518337801695641
1589,"('CDW', 'MTD')",-3.3750663746692418,0.04519628792814807
4526,"('IRM', 'KR')",-3.3750495952807045,0.04519825520347636
5061,"('MOH', 'RL')",-3.375009334646644,0.04520297579341412
828,"('ACGL', 'PARA')",-3.3750049650633427,0.04520348815497682
2517,"('CPRT', 'DIS')",-3.3749658987814257,0.04520806914021572
3388,"('EOG', 'ROST')",-3.3748797346774344,0.045218174265392944
4270,"('HES', 'MOS')",-3.374716108007091,0.04523736917682797
3056,"('EW', 'FAST')",-3.3746345664984574,0.04524693726764917
5103,"('MS', 'TFC')",-3.374621176425352,0.04524850862093708
395,"('ALGN', 'HBAN')",-3.3746146117008173,0.0452492790217257
4756,"('KEYS', 'NDAQ')",-3.374492243134498,0.04526364153054771
3104,"('ELV', 'O')",-3.37448870647799,0.045264056687318296
4387,"('HUM', 'IP')",-3.3744776776174574,0.045265351350182656
3710,"('ESS', 'HIG')",-3.374476645553345,0.04526547250434976
765,"('ACGL', 'ETN')",-3.3743129140670747,0.04528469637511389
4898,"('LULU', 'MNST')",-3.3739987531106435,0.045321601274505345
4468,"('INTC', 'UDR')",-3.3739471403125654,0.045327666682337925
3357,"('EOG', 'MA')",-3.3738742648887246,0.045336231967398825
4863,"('L', 'PKG')",-3.373634603458233,0.04536440961878376
957,"('ADSK', 'FDS')",-3.3734700269681213,0.04538376773723985
76,"('AOS', 'EMN')",-3.373338477473071,0.045399246019150616
2422,"('CME', 'GWW')",-3.3732340061490707,0.045411541367041654
1419,"('CHRW', 'PYPL')",-3.373155441847771,0.04542078950704985
952,"('ATO', 'WM')",-3.373114887988291,0.04542556388640724
838,"('ACGL', 'SHW')",-3.373065323706837,0.045431399621913594
3253,"('ENPH', 'RVTY')",-3.3730347787462325,0.045434996317955306
4877,"('L', 'TTWO')",-3.3730184652409747,0.04543691734429826
1016,"('AZO', 'IPG')",-3.3728715248542405,0.0454542236108882
3516,"('ERIE', 'GM')",-3.3728351691343614,0.04545850633878037
2096,"('CVX', 'INTC')",-3.3725244644251315,0.04549512120863985
4755,"('KEYS', 'MS')",-3.3725001116756563,0.04549799208148606
1473,"('CPB', 'CMCSA')",-3.372461519313989,0.04550254192724768
5182,"('NRG', 'RCL')",-3.372432101620802,0.04550601037898823
3967,"('FE', 'TT')",-3.372410907637739,0.045508509361590364
2879,"('DASH', 'KLAC')",-3.372121938042718,0.045542593119373115
3544,"('ERIE', 'IP')",-3.3720681095994967,0.04554894448343058
3237,"('ENPH', 'PNC')",-3.372008609262097,0.045555965944061416
2531,"('CPAY', 'KEYS')",-3.371919578669566,0.04556647385935413
2979,"('EBAY', 'JBHT')",-3.3719048939144076,0.045568207233725316
4439,"('IR', 'GWW')",-3.3718780415256804,0.04557137700521603
2404,"('CLX', 'POOL')",-3.3718481456905702,0.045574906253233564
4444,"('PODD', 'LULU')",-3.3718302976996246,0.04557701334324538
5097,"('MDLZ', 'SO')",-3.3716907334058357,0.045593492746051595
2167,"('CVX', 'NI')",-3.371679199842778,0.045594854821255984
4373,"('HWM', 'NVR')",-3.3716522112374805,0.04559804221704326
3006,"('EBAY', 'NVDA')",-3.3716201888599784,0.04560182434865043
1594,"('COR', 'MSCI')",-3.3715112689140567,0.04561469072315537
4761,"('KEYS', 'TFC')",-3.371471144948309,0.04561943120079205
2579,"('CSGP', 'WRB')",-3.3714110727078053,0.045626529246444725
3845,"('FAST', 'POOL')",-3.3712849668511247,0.0456414327027832
3209,"('ENPH', 'MET')",-3.371252153971369,0.04564531125963938
958,"('ADSK', 'FRT')",-3.3711772117722263,0.04565417062213269
5079,"('MOH', 'TJX')",-3.3711606337284863,0.04565613060364387
3036,"('EBAY', 'TXN')",-3.371117958863586,0.045661176269238476
3457,"('EQIX', 'NOW')",-3.371010413694473,0.045673893929694384
2769,"('DLTR', 'NEE')",-3.3709768437744785,0.0456778643125551
17,"('AOS', 'AMCR')",-3.3708930306471183,0.04568777831059028
712,"('APO', 'GPN')",-3.370879658990039,0.04568936016787716
1875,"('CNC', 'TRMB')",-3.370820566921635,0.04569635126003864
2416,"('CME', 'HUBB')",-3.3707254465141743,0.0457076066719718
738,"('ACGL', 'BDX')",-3.370714633858872,0.04570888625776103
5486,"('SNA', 'TER')",-3.3706651337756517,0.04571474455064621
3987,"('F', 'LDOS')",-3.3705645154137556,0.045726654566401695
3992,"('F', 'NOC')",-3.37043238889966,0.04574229805112161
3082,"('ELV', 'KEYS')",-3.3703395312772955,0.04575329484011696
3407,"('EOG', 'TSLA')",-3.3702255371957097,0.04576679773824683
3228,"('ENPH', 'PLTR')",-3.3699883886217914,0.04579489919017805
1493,"('CAH', 'COO')",-3.3699861437070844,0.04579516527467763
3938,"('FE', 'LDOS')",-3.369958120184458,0.04579848694520617
3117,"('ELV', 'TROW')",-3.369886561225665,0.04580696984262574
2494,"('COP', 'OMC')",-3.369841728686272,0.04581228514214585
2318,"('CB', 'SJM')",-3.3697656894200123,0.04582130144740095
439,"('LNT', 'KO')",-3.3695647359127365,0.04584513645301083
3231,"('ENPH', 'PAYX')",-3.3695438750627003,0.04584761133754906
4014,"('FOX', 'PLTR')",-3.3695171048872035,0.045850787453401945
1418,"('CHRW', 'PAYX')",-3.3694876619925362,0.045854280881374436
5201,"('NVDA', 'TROW')",-3.3693630006839514,0.045869074510055494
3761,"('EVRG', 'NVDA')",-3.3693241502395703,0.045873685722607964
431,"('ALLE', 'MKTX')",-3.369290786187181,0.04587764605430354
2896,"('DHI', 'UHS')",-3.3692531098882634,0.045882118592622756
2683,"('DAL', 'DG')",-3.3691545088298795,0.04589382519447934
995,"('ADP', 'SBUX')",-3.369063330167212,0.04590465276008725
620,"('APH', 'J')",-3.36902642287212,0.0459090361432824
5138,"('NDAQ', 'PCAR')",-3.369016601679463,0.04591020263913716
2783,"('DLTR', 'VICI')",-3.3689326921583236,0.04592016985434974
5481,"('SNA', 'SYF')",-3.368871617562735,0.045927425743967056
2998,"('EBAY', 'MCHP')",-3.368844799216363,0.04593061216357496
1593,"('COR', 'MSFT')",-3.368778387823306,0.04593850361606374
2760,"('DLTR', 'JBL')",-3.3683864194790027,0.045985102836566
3805,"('EXR', 'FE')",-3.3683426976738704,0.04599030313704872
1522,"('CARR', 'IPG')",-3.3679610088260925,0.0460357221538847
3890,"('FSLR', 'IR')",-3.3677686403628484,0.04605862709227843
5159,"('NWSA', 'WDAY')",-3.3674297059694345,0.04609900631630008
1289,"('BLDR', 'TXN')",-3.367356376563108,0.046107746331240054
4994,"('MU', 'RVTY')",-3.3673551033324833,0.04610789809768664
2453,"('CMCSA', 'DRI')",-3.3673509455258035,0.046108393702490875
2818,"('D', 'MTCH')",-3.367321503665603,0.04611190325772679
4408,"('IEX', 'VTRS')",-3.3667817779180735,0.04617627934475648
4890,"('LOW', 'MLM')",-3.3667499813405213,0.04618007421936863
294,"('AMD', 'IPG')",-3.3667172513009413,0.04618398077102995
3148,"('ENPH', 'ES')",-3.3666575570472563,0.046191106388758264
1240,"('BMY', 'HWM')",-3.3665339288723963,0.04620586660231259
333,"('AFL', 'HCA')",-3.3665025658598693,0.04620961171572762
3137,"('ELV', 'ZBH')",-3.3664785505316206,0.04621247959893936
